INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES,MS_READY_SMILES,QSAR_READY_SMILES
647-42-7,CASRN,DTXSID5044572,2-(Perfluorohexyl)ethanol,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
64-75-5,CASRN,DTXSID6021321,Tetracycline hydrochloride,Cl.CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,CN(C)C1C2CC3C(C(=O)C4=C(C=CC=C4O)C3(C)O)C(=O)C2(O)C(=O)C(C(N)=O)C1=O,CN(C)C1C2CC3C(C(=O)C4=C(C=CC=C4O)C3(C)O)C(=O)C2(O)C(=O)C(C(N)=O)C1=O
64-77-7,CASRN,DTXSID8021359,Tolbutamide,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1
64795-35-3,CASRN,DTXSID3046324,Mesulergine,CN(C)S(=O)(=O)N[C@H]1C[C@H]2[C@@H](CC3=CN(C)C4=CC=CC2=C34)N(C)C1,CN(C)S(=O)(=O)NC1CC2C(CC3=CN(C)C4=CC=CC2=C34)N(C)C1,CN(C)S(=O)(=O)NC1CC2C(CC3=CN(C)C4=CC=CC2=C34)N(C)C1
64808-48-6,CASRN,DTXSID8048606,Lobenzarit sodium,[Na+].[Na+].[O-]C(=O)C1=CC=CC=C1NC1=CC(Cl)=CC=C1C([O-])=O,OC(=O)C1=CC=CC=C1NC1=C(C=CC(Cl)=C1)C(O)=O,OC(=O)C1=CC=CC=C1NC1=C(C=CC(Cl)=C1)C(O)=O
6484-52-2,CASRN,DTXSID2029668,Ammonium nitrate,[NH4+].[O-][N+]([O-])=O,N/A,N/A
6485-40-1,CASRN,DTXSID7041413,R-(-)-Carvone,CC(=C)[C@@H]1CC=C(C)C(=O)C1,CC(=C)C1CC=C(C)C(=O)C1,CC(=C)C1CC=C(C)C(=O)C1
64-85-7,CASRN,DTXSID0045254,21-Hydroxyprogesterone,[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2C(=O)CO,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2C(=O)CO
64-86-8,CASRN,DTXSID5024845,Colchicine,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O,COC1=C(OC)C(OC)=C2C(CCC(NC(C)=O)C3=CC(=O)C(OC)=CC=C23)=C1,COC1=C(OC)C(OC)=C2C(CCC(NC(C)=O)C3=CC(=O)C(OC)=CC=C23)=C1
64872-77-1,CASRN,DTXSID6045452,Butoconazole nitrate,O[N+]([O-])=O.ClC1=CC=C(CCC(CN2C=CN=C2)SC2=C(Cl)C=CC=C2Cl)C=C1,ClC1=CC=C(CCC(CN2C=CN=C2)SC2=C(Cl)C=CC=C2Cl)C=C1,ClC1=CC=C(CCC(CN2C=CN=C2)SC2=C(Cl)C=CC=C2Cl)C=C1
64887-14-5,CASRN,DTXSID2045812,Urapidil hydrochloride,Cl.COC1=C(C=CC=C1)N1CCN(CCCNC2=CC(=O)N(C)C(=O)N2C)CC1,COC1=CC=CC=C1N1CCN(CCCN=C2CC(=O)N(C)C(=O)N2C)CC1,COC1=CC=CC=C1N1CCN(CCCN=C2CC(=O)N(C)C(=O)N2C)CC1
648917-13-9,CASRN,DTXSID5047376,AVE2865,OC(=O)C1CCN(CC1)C1=C(NC(=O)NC(=O)C2=CC(F)=C(F)C=C2Cl)C=C(F)C=C1,OC(=O)C1CCN(CC1)C1=C(NC(=O)NC(=O)C2=CC(F)=C(F)C=C2Cl)C=C(F)C=C1,OC(=O)C1CCN(CC1)C1=C(NC(=O)NC(=O)C2=CC(F)=C(F)C=C2Cl)C=C(F)C=C1
6489-61-8,CASRN,DTXSID6045872,Metampicillin sodium,[Na+].CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N=C)C3=CC=CC=C3)C(=O)N2[C@H]1C([O-])=O,CC1(C)SC2C(NC(=O)C(N=C)C3=CC=CC=C3)C(=O)N2C1C(O)=O,CC1(C)SC2C(NC(=O)C(N=C)C3=CC=CC=C3)C(=O)N2C1C(O)=O
64902-72-3,CASRN,DTXSID7023980,Chlorsulfuron,COC1=NC(C)=NC(NC(=O)NS(=O)(=O)C2=C(Cl)C=CC=C2)=N1,COC1=NC(C)=NC(NC(=O)NS(=O)(=O)C2=C(Cl)C=CC=C2)=N1,COC1=NC(C)=NC(NC(=O)NS(=O)(=O)C2=C(Cl)C=CC=C2)=N1
64920-29-2,CASRN,DTXSID1057793,Ethyl 2-oxo-4-phenylbutyrate,CCOC(=O)C(=O)CCC1=CC=CC=C1,CCOC(=O)C(=O)CCC1=CC=CC=C1,CCOC(=O)C(=O)CCC1=CC=CC=C1
6493-05-06,CASRN,DTXSID7023437,"3,7-Dihydro-3,7-dimethyl-1-(5-oxohexyl)-1H-Purine-2,6-dione",CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C
6493-06-07,CASRN,DTXSID6046343,(+/-)-Lisofylline,CC(O)CCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O,CC(O)CCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O,CC(O)CCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O
64953-12-4,CASRN,DTXSID0045595,Moxalactam disodium,[Na+].[Na+].CO[C@]1(NC(=O)C(C([O-])=O)C2=CC=C(O)C=C2)[C@H]2OCC(CSC3=NN=NN3C)=C(N2C1=O)C([O-])=O,COC1(NC(=O)C(C(O)=O)C2=CC=C(O)C=C2)C2OCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O,COC1(NC(=O)C(C(O)=O)C2=CC=C(O)C=C2)C2OCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O
64987-03-7,CASRN,DTXSID6057794,"Ethyl (2-formamido-1,3-thiazol-4-yl)glyoxylate",CCOC(=O)C(=O)C1=CSC(NC=O)=N1,CCOC(=O)C(=O)C1=CSC(NC=O)=N1,CCOC(=O)C(=O)C1=CSC(NC=O)=N1
65002-17-7,CASRN,DTXSID2048587,Bucillamine,CC(C)(S)C(=O)N[C@@H](CS)C(O)=O,CC(C)(S)C(=O)NC(CS)C(O)=O,CC(C)(S)C(=O)NC(CS)C(O)=O
65039-05-6,CASRN,DTXSID7049342,1-Butyl-3-methylimidazolium iodide,[I-].CCCCN1C=C[N+](C)=C1,CCCC[N+]1=CN(C)C=C1,CCCC[N+]1=CN(C)C=C1
65039-08-9,CASRN,DTXSID2049343,1-Ethyl-3-methylmidazolium bromide,[Br-].CCN1C=C[N+](C)=C1,CCN1C=C[N+](C)=C1,CCN1C=C[N+](C)=C1
65039-09-0,CASRN,DTXSID1041180,1-Ethyl-3-methylimidazolium chloride,[Cl-].CCN1C=C[N+](C)=C1,CCN1C=C[N+](C)=C1,CCN1C=C[N+](C)=C1
65039-10-3,CASRN,DTXSID3047928,1-Allyl-3-methylimidazolium chloride,[Cl-].C[N+]1=CN(CC=C)C=C1,C[N+]1=CN(CC=C)C=C1,C[N+]1=CN(CC=C)C=C1
650-51-1,CASRN,DTXSID6034924,Sodium trichloroacetate,[Na+].[O-]C(=O)C(Cl)(Cl)Cl,OC(=O)C(Cl)(Cl)Cl,OC(=O)C(Cl)(Cl)Cl
65055-17-6,CASRN,DTXSID7049344,3-Chloro-4-fluorobenzoyl chloride,FC1=C(Cl)C=C(C=C1)C(Cl)=O,FC1=C(Cl)C=C(C=C1)C(Cl)=O,FC1=C(Cl)C=C(C=C1)C(Cl)=O
6506-37-2,CASRN,DTXSID1057795,Nimorazole,[O-][N+](=O)C1=CN=CN1CCN1CCOCC1,[O-][N+](=O)C1=CN=CN1CCN1CCOCC1,[O-][N+](=O)C1=CN=CN1CCN1CCOCC1
651-06-9,CASRN,DTXSID5023613,Sulfameter,COC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1,COC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1,COC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1
65141-46-0,CASRN,DTXSID8045692,Nicorandil,[O-][N+](=O)OCCNC(=O)C1=CN=CC=C1,[O-][N+](=O)OCCNC(=O)C1=CN=CC=C1,[O-][N+](=O)OCCNC(=O)C1=CN=CC=C1
6515-38-4,CASRN,DTXSID7038317,"3,5,6-Trichloro-2-pyridinol",OC1=NC(Cl)=C(Cl)C=C1Cl,OC1=NC(Cl)=C(Cl)C=C1Cl,OC1=NC(Cl)=C(Cl)C=C1Cl
6521-29-5,CASRN,DTXSID9047887,Pentylparaben,CCCCCOC(=O)C1=CC=C(O)C=C1,CCCCCOC(=O)C1=CC=C(O)C=C1,CCCCCOC(=O)C1=CC=C(O)C=C1
65-23-6,CASRN,DTXSID4023541,Pyridoxine,CC1=C(O)C(CO)=C(CO)C=N1,CC1=C(O)C(CO)=C(CO)C=N1,CC1=C(O)C(CO)=C(CO)C=N1
652-37-9,CASRN,DTXSID6057796,Acefylline,CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O,CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O,CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O
652-67-5,CASRN,DTXSID5046196,Isosorbide,O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12,OC1COC2C(O)COC12,OC1COC2C(O)COC12
65277-42-1,CASRN,DTXSID7029879,Ketoconazole,CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
65-29-2,CASRN,DTXSID5023089,Gallamine triethiodide,[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC
65-30-5,CASRN,DTXSID8021725,Nicotine sulfate (2:1),OS(O)(=O)=O.CN1CCC[C@H]1C1=CN=CC=C1.CN1CCC[C@H]1C1=CN=CC=C1,CN1CCCC1C1=CN=CC=C1,CN1CCCC1C1=CN=CC=C1
6533-00-2,CASRN,DTXSID3047477,dl-Norgestrel,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],[H][C@@]12CC[C@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],[H][C@@]12CC[C@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
6533-68-2,CASRN,DTXSID0021258,Scopolamine hydrobromide trihydrate,O.O.O.Br.CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,[H]C12CC(CC([H])(C3OC13)N2C)OC(=O)C(CO)C1=CC=CC=C1,[H]C12CC(CC([H])(C3OC13)N2C)OC(=O)C(CO)C1=CC=CC=C1
65350-59-6,CASRN,DTXSID2049345,1-Butyl-4-methylpyridinium bromide,[Br-].CCCC[N+]1=CC=C(C)C=C1,CCCC[N+]1=CC=C(C)C=C1,CCCC[N+]1=CC=C(C)C=C1
65391-42-6,CASRN,DTXSID0045759,Bestatin hydrochloride,Cl.CC(C)C[C@@H](NC(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(O)=O,CC(C)CC(NC(=O)C(O)C(N)CC1=CC=CC=C1)C(O)=O,CC(C)CC(NC(=O)C(O)C(N)CC1=CC=CC=C1)C(O)=O
654055-01-3,CASRN,DTXSID3040776,Morin hydrate,O.O.OC1=CC(O)=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O,OC1=CC(O)=C(C=C1)C1OC2=C(C(O)=CC(O)=C2)C(=O)C1=O,OC1=CC(O)=C(C=C1)C1OC2=C(C(O)=CC(O)=C2)C(=O)C1=O
65405-77-8,CASRN,DTXSID8037750,(3Z)-Hex-3-en-1-yl salicylate,CC\C=C/CCOC(=O)C1=C(O)C=CC=C1,CCC=CCCOC(=O)C1=CC=CC=C1O,CCC=CCCOC(=O)C1=CC=CC=C1O
654057-97-3,CASRN,DTXSID0047953,Trihexyltetradecylphosphonium bromide,[Br-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCCCCCCP(CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCCCCCCP(CCCCCC)(CCCCCC)CCCCCC
654058-04-5,CASRN,DTXSID3047970,"1,3-Dimethylimidazolium dimethyl phosphate",COP([O-])(=O)OC.CN1C=C[N+](C)=C1,"CN1C=C[N+](C)=C1,COP(O)(=O)OC",N/A
65416-14-0,CASRN,DTXSID4047703,2-Methyl-4-oxo-4H-pyran-3-yl isobutyrate,CC(C)C(=O)OC1=C(C)OC=CC1=O,CC(C)C(=O)OC1=C(C)OC=CC1=O,CC(C)C(=O)OC1=C(C)OC=CC1=O
65-45-2,CASRN,DTXSID3021726,Salicylamide,NC(=O)C1=CC=CC=C1O,NC(=O)C1=CC=CC=C1O,NC(=O)C1=CC=CC=C1O
65473-14-5,CASRN,DTXSID2045496,Naftifine hydrochloride,Cl.CN(C\C=C\C1=CC=CC=C1)CC1=C2C=CC=CC2=CC=C1,CN(CC=CC1=CC=CC=C1)CC1=C2C=CC=CC2=CC=C1,CN(CC=CC1=CC=CC=C1)CC1=C2C=CC=CC2=CC=C1
65505-17-1,CASRN,DTXSID9047704,Methyl 2-methyl-3-furyl disulfide,CSSC1=C(C)OC=C1,CSSC1=C(C)OC=C1,CSSC1=C(C)OC=C1
65513-72-6,CASRN,DTXSID7045497,Glafenine hydrochloride,Cl.OCC(O)COC(=O)C1=C(NC2=C3C=CC(Cl)=CC3=NC=C2)C=CC=C1,OCC(O)COC(=O)C1=C(NC2=C3C=CC(Cl)=CC3=NC=C2)C=CC=C1,OCC(O)COC(=O)C1=C(NC2=C3C=CC(Cl)=CC3=NC=C2)C=CC=C1
655-35-6,CASRN,DTXSID2048749,Chromonar hydrochloride,Cl.CCOC(=O)COC1=CC2=C(C=C1)C(C)=C(CCN(CC)CC)C(=O)O2,CCOC(=O)COC1=CC2=C(C=C1)C(C)=C(CCN(CC)CC)C(=O)O2,CCOC(=O)COC1=CC2=C(C=C1)C(C)=C(CCN(CC)CC)C(=O)O2
65558-69-2,CASRN,DTXSID3032751,"1,3-Diiminobenz(f)isoindoline",N=C1NC(=N)C2=C1C=C1C=CC=CC1=C2,N=C1NC(=N)C2=C1C=C1C=CC=CC1=C2,N=C1NC(=N)C2=C1C=C1C=CC=CC1=C2
65571-68-8,CASRN,DTXSID1057797,Lofemizole,CC1=C(N=CN1)C1=CC=C(Cl)C=C1,CC1=C(N=CN1)C1=CC=C(Cl)C=C1,CC1=C(N=CN1)C1=CC=C(Cl)C=C1
65576-45-6,CASRN,DTXSID8049048,Asenapine,CN1C[C@@H]2[C@@H](C1)C1=CC(Cl)=CC=C1OC1=CC=CC=C21,N/A,N/A
6559-91-7,CASRN,DTXSID7048742,4'-Demethylepipodophyllotoxin,COC1=CC(=CC(OC)=C1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O)C2=CC3=C(OCO3)C=C12,COC1=CC(=CC(OC)=C1O)C1C2C(COC2=O)C(O)C2=CC3=C(OCO3)C=C12,COC1=CC(=CC(OC)=C1O)C1C2C(COC2=O)C(O)C2=CC3=C(OCO3)C=C12
65646-68-6,CASRN,DTXSID2032005,4-Hydroxyphenyl retinamide,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(=O)NC1=CC=C(O)C=C1,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)NC1=CC=C(O)C=C1,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)NC1=CC=C(O)C=C1
65-71-4,CASRN,DTXSID4052342,Thymine,CC1=CNC(=O)NC1=O,CC1C=NC(=O)NC1=O,CC1C=NC(=O)NC1=O
657-24-9,CASRN,DTXSID2023270,Metformin,CN(C)C(=N)NC(N)=N,CN(C)C(=N)NC(N)=N,CN(C)C(=N)NC(N)=N
65733-16-6,CASRN,DTXSID1035783,S-Methoprene,COC(C)(C)CCC[C@H](C)C\C=C\C(\C)=C\C(=O)OC(C)C,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C
65733-18-8,CASRN,DTXSID6035784,(7S)-Hydroprene,CCOC(=O)\C=C(/C)\C=C\C[C@@H](C)CCCC(C)C,CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C,CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C
6577-41-9,CASRN,DTXSID6046925,Oxapium iodide,[I-].C[N+]1(CC2COC(O2)(C2CCCCC2)C2=CC=CC=C2)CCCCC1,C[N+]1(CC2COC(O2)(C2CCCCC2)C2=CC=CC=C2)CCCCC1,C[N+]1(CC2COC(O2)(C2CCCCC2)C2=CC=CC=C2)CCCCC1
657-84-1,CASRN,DTXSID9042415,Sodium 4-methylbenzenesulfonate,[Na+].CC1=CC=C(C=C1)S([O-])(=O)=O,CC1=CC=C(C=C1)S(O)(=O)=O,CC1=CC=C(C=C1)S(O)(=O)=O
6579-54-0,CASRN,DTXSID7049346,"2,6-Dichlorobenzenesulfonylchloride",ClC1=CC=CC(Cl)=C1S(Cl)(=O)=O,ClC1=CC=CC(Cl)=C1S(Cl)(=O)=O,ClC1=CC=CC(Cl)=C1S(Cl)(=O)=O
65847-85-0,CASRN,DTXSID6057798,Morniflumate,FC(F)(F)C1=CC(NC2=NC=CC=C2C(=O)OCCN2CCOCC2)=CC=C1,FC(F)(F)C1=CC(NC2=NC=CC=C2C(=O)OCCN2CCOCC2)=CC=C1,FC(F)(F)C1=CC(NC2=NC=CC=C2C(=O)OCCN2CCOCC2)=CC=C1
65-85-0,CASRN,DTXSID6020143,Benzoic acid,OC(=O)C1=CC=CC=C1,OC(=O)C1=CC=CC=C1,OC(=O)C1=CC=CC=C1
65-86-1,CASRN,DTXSID0025814,Orotic acid,OC(=O)C1=CC(O)=NC(O)=N1,OC(=O)C1=CC(O)=NC(O)=N1,OC(=O)C1=CC(O)=NC(O)=N1
65894-82-8,CASRN,DTXSID1047156,"2-(2-Butyl)-4,5-dimethyl-3-thiazoline",CCC(C)C1SC(C)C(C)=N1,CCC(C)C1SC(C)C(C)=N1,CCC(C)C1SC(C)C(C)=N1
65899-73-2,CASRN,DTXSID3046619,Tioconazole,ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1,ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1,ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1
659-70-1,CASRN,DTXSID8044757,3-Methylbutyl 3-methylbutanoate,CC(C)CCOC(=O)CC(C)C,CC(C)CCOC(=O)CC(C)C,CC(C)CCOC(=O)CC(C)C
65983-31-5,CASRN,DTXSID7044970,"2-(3a,4,5,6,7,7a-Hexahydro-1H-4,7-methanoinden-8-yloxy)ethyl prop-2-enoate",C=CC(=O)OCCOC1C2CCC1C1C=CCC21,C=CC(=O)OCCOC1C2CCC1C1C=CCC21,C=CC(=O)OCCOC1C2CCC1C1C=CCC21
66063-05-6,CASRN,DTXSID3042261,Pencycuron,ClC1=CC=C(CN(C2CCCC2)C(=O)NC2=CC=CC=C2)C=C1,ClC1=CC=C(CN(C2CCCC2)C(=O)NC2=CC=CC=C2)C=C1,ClC1=CC=C(CN(C2CCCC2)C(=O)NC2=CC=CC=C2)C=C1
6606-59-3,CASRN,DTXSID9044455,"1,6-Hexanediol dimethacrylate",CC(=C)C(=O)OCCCCCCOC(=O)C(C)=C,CC(=C)C(=O)OCCCCCCOC(=O)C(C)=C,CC(=C)C(=O)OCCCCCCOC(=O)C(C)=C
660-68-4,CASRN,DTXSID9044320,Diethylamine hydrochloride,Cl.CCNCC,CCNCC,CCNCC
66072-38-6,CASRN,DTXSID2044971,"2,2',2''-[Methanetriyltris(benzene-4,1-diyloxymethanediyl)]trioxirane",C(OC1=CC=C(C=C1)C(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1)C1CO1,C(OC1=CC=C(C=C1)C(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1)C1CO1,C(OC1=CC=C(C=C1)C(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1)C1CO1
66085-59-4,CASRN,DTXSID5023370,Nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,COCCOC(=O)C1=C(C)N=C(C)C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC(C)C,COCCOC(=O)C1=C(C)N=C(C)C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC(C)C
6610-29-3,CASRN,DTXSID7044390,N-Methylhydrazinecarbothioamide,CNC(=S)NN,CNC(=S)NN,CNC(=S)NN
66104-23-2,CASRN,DTXSID6040583,Pergolide methanesulfonate,CS(O)(=O)=O.CCCN1C[C@H](CSC)C[C@H]2[C@H]1CC1=CNC3=CC=CC2=C13,"CS(O)(=O)=O,CCCN1CC(CSC)CC2C1CC1=CNC3=CC=CC2=C13",CCCN1CC(CSC)CC2C1CC1=CNC3=CC=CC2=C13
66108-95-0,CASRN,DTXSID6023157,Iohexol,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
661-19-8,CASRN,DTXSID4027286,1-Docosanol,CCCCCCCCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCCCCCCCO
6620-60-6,CASRN,DTXSID7023516,Proglumide,CCCN(CCC)C(=O)C(CCC(O)=O)NC(=O)C1=CC=CC=C1,CCCN(CCC)C(=O)C(CCC(O)=O)NC(=O)C1=CC=CC=C1,CCCN(CCC)C(=O)C(CCC(O)=O)NC(=O)C1=CC=CC=C1
66215-27-8,CASRN,DTXSID6023999,Cyromazine,NC1=NC(NC2CC2)=NC(N)=N1,NC1=NC(NC2CC2)=NC(N)=N1,NC1=NC(NC2CC2)=NC(N)=N1
66-22-8,CASRN,DTXSID4021424,Uracil,O=C1NC=CC(=O)N1,O=C1CC=NC(=O)N1,O=C1CC=NC(=O)N1
66230-04-4,CASRN,DTXSID4032667,Esfenvalerate,CC(C)[C@H](C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1,CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1,CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1
66246-88-6,CASRN,DTXSID8042260,Penconazole,CCCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,CCCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,CCCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1
6624-73-3,CASRN,DTXSID5047538,"Pentane-1,5-diyl dibenzoate",O=C(OCCCCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,O=C(OCCCCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,O=C(OCCCCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1
66-25-1,CASRN,DTXSID2021604,Hexanal,CCCCCC=O,CCCCCC=O,CCCCCC=O
6625-46-3,CASRN,DTXSID6041715,"C.I. Acid Violet 12, disodium salt",[Na+].[Na+].COC1=CC=CC=C1N=NC1=C(C=C2C=C(C=C(NC(C)=O)C2=C1O)S([O-])(=O)=O)S([O-])(=O)=O,N/A,N/A
66-27-3,CASRN,DTXSID7020845,Methyl methanesulfonate,COS(C)(=O)=O,COS(C)(=O)=O,COS(C)(=O)=O
66304-03-8,CASRN,DTXSID1057799,Epicainide,CCN1CCCC1CNC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,CCN1CCCC1CNC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,CCN1CCCC1CNC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
66309-69-1,CASRN,DTXSID1045538,Cefotiam dihydrochloride,Cl.Cl.CN(C)CCN1N=NN=C1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)CC1=CSC(N)=N1)C2=O)C(O)=O,CN(C)CCN1N=NN=C1SCC1=C(N2C(SC1)C(NC(=O)CC1=CSC(N)=N1)C2=O)C(O)=O,CN(C)CCN1N=NN=C1SCC1=C(N2C(SC1)C(NC(=O)CC1=CSC(N)=N1)C2=O)C(O)=O
6632-68-4,CASRN,DTXSID8029280,"6-Amino-1,3-dimethyl-5-nitrosouracil",CN1C(N)=C(N=O)C(=O)N(C)C1=O,CN1C(=N)C(=NO)C(=O)N(C)C1=O,CN1C(=N)C(=NO)C(=O)N(C)C1=O
66332-96-5,CASRN,DTXSID8024109,Flutolanil,CC(C)OC1=CC(NC(=O)C2=C(C=CC=C2)C(F)(F)F)=CC=C1,CC(C)OC1=CC(NC(=O)C2=C(C=CC=C2)C(F)(F)F)=CC=C1,CC(C)OC1=CC(NC(=O)C2=C(C=CC=C2)C(F)(F)F)=CC=C1
66346-01-8,CASRN,DTXSID7028300,"1-(4-Chlorophenyl)-4,4-dimethyl-pentan-3-one",CC(C)(C)C(=O)CCC1=CC=C(Cl)C=C1,CC(C)(C)C(=O)CCC1=CC=C(Cl)C=C1,CC(C)(C)C(=O)CCC1=CC=C(Cl)C=C1
66357-35-5,CASRN,DTXSID8045191,Ranitidine,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,C\N=C(/C[N+]([O-])=O)NCCSCC1=CC=C(CN(C)C)O1,C\N=C(/C[N+]([O-])=O)NCCSCC1=CC=C(CN(C)C)O1
