,Assay,FingerPrints,Algorithms,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN
481,TOX21_ESRE_BLA_ratio,MACCS,GBT,0.7434,0.1804,0.2978,0.6053,0.1148,0.2167,0.9939775526964139,7.0,7262.0,44.0,26.0
482,TOX21_ESRE_BLA_ratio,MACCS,RF,0.8049,0.2969,0.4333,0.6202,0.4815,0.2416,0.9986312619764577,8.0,7296.0,10.0,25.0
483,TOX21_ESRE_BLA_ratio,MACCS,LR,0.7977,0.0445,0.0913,0.6821,0.0467,0.4,0.9642759375855461,13.0,7045.0,261.0,20.0
484,TOX21_ESRE_BLA_ratio,MACCS,KNN,0.7862,0.2446,0.1129,0.7569,0.0632,0.55,0.9637284423761292,18.0,7041.0,265.0,15.0
485,TOX21_ESRE_BLA_ratio,MACCS,NB,0.6149,0.3126,0.0135,0.6148,0.0068,0.6167,0.6129208869422392,20.0,4478.0,2828.0,13.0
486,TOX21_ESRE_BLA_ratio,Morgan,MLP,0.7715,0.2903,0.3561,0.7173,0.2775,0.4417,0.9929000546149646,14.0,7272.0,52.0,19.0
487,TOX21_ESRE_BLA_ratio,Morgan,GBT,0.8025,0.0868,0.2694,0.593,0.1121,0.1917,0.994401966138722,6.0,7283.0,41.0,27.0
488,TOX21_ESRE_BLA_ratio,Morgan,RF,0.8054,0.2156,0.4571,0.5912,0.4762,0.1833,0.9990442381212452,6.0,7317.0,7.0,27.0
489,TOX21_ESRE_BLA_ratio,Morgan,LR,0.819,0.1875,0.296,0.6962,0.2094,0.4,0.9923539049699618,13.0,7268.0,56.0,20.0
490,TOX21_ESRE_BLA_ratio,Morgan,KNN,0.7588,0.2679,0.0508,0.7422,0.0238,0.6,0.8843528126706718,20.0,6477.0,847.0,13.0
491,TOX21_ESRE_BLA_ratio,Morgan,NB,0.631,0.2459,0.3278,0.631,0.2219,0.2667,0.9953577280174768,9.0,7290.0,34.0,24.0
492,TOX21_ESRE_BLA_ratio,Rdkit,MLP,0.7833,0.3254,0.217,0.7046,0.1131,0.425,0.9840986977381768,14.0,7179.0,116.0,19.0
493,TOX21_ESRE_BLA_ratio,Rdkit,GBT,0.8531,0.1949,0.3476,0.6093,0.1483,0.225,0.9935572309801234,7.0,7248.0,47.0,26.0
494,TOX21_ESRE_BLA_ratio,Rdkit,RF,0.7797,0.2016,0.4177,0.6564,0.3417,0.3167,0.9961617546264565,10.0,7267.0,28.0,23.0
495,TOX21_ESRE_BLA_ratio,Rdkit,LR,0.8009,0.3249,0.2188,0.7322,0.1088,0.4834,0.9809458533241947,16.0,7156.0,139.0,17.0
496,TOX21_ESRE_BLA_ratio,Rdkit,KNN,0.7059,0.2489,0.0444,0.7085,0.0208,0.525,0.8919808087731322,17.0,6507.0,788.0,16.0
497,TOX21_ESRE_BLA_ratio,Rdkit,NB,0.6495,0.22,0.0246,0.6262,0.0114,0.425,0.8274160383824537,14.0,6036.0,1259.0,19.0
498,TOX21_ESRE_BLA_ratio,Layerd,MLP,0.8148,0.3149,0.3779,0.6923,0.2679,0.3917,0.9930089102124743,13.0,7244.0,51.0,20.0
499,TOX21_ESRE_BLA_ratio,Layerd,GBT,0.7662,0.2143,0.4825,0.6354,0.325,0.275,0.995887594242632,9.0,7265.0,30.0,24.0
500,TOX21_ESRE_BLA_ratio,Layerd,RF,0.8144,0.2333,0.4694,0.6406,0.4,0.2833,0.9978067169294037,9.0,7279.0,16.0,24.0
501,TOX21_ESRE_BLA_ratio,Layerd,LR,0.8117,0.2816,0.3126,0.7033,0.184,0.4167,0.9899931459904043,14.0,7222.0,73.0,19.0
502,TOX21_ESRE_BLA_ratio,Layerd,KNN,0.7395,0.2171,0.0689,0.7145,0.0332,0.4917,0.9373543522960932,16.0,6838.0,457.0,17.0
503,TOX21_ESRE_BLA_ratio,Layerd,NB,0.615,0.2186,0.0238,0.615,0.0097,0.425,0.8050719671007539,14.0,5873.0,1422.0,19.0
504,TOX21_ESRE_BLA_ratio,Pattern,MLP,0.8213,0.2517,0.2885,0.7166,0.1671,0.4417,0.991398143091207,14.0,7261.0,63.0,19.0
505,TOX21_ESRE_BLA_ratio,Pattern,GBT,0.803,0.1382,0.3333,0.5729,0.137,0.15,0.9959038776624796,5.0,7294.0,30.0,28.0
506,TOX21_ESRE_BLA_ratio,Pattern,RF,0.8457,0.1687,0.3444,0.5906,0.25,0.1833,0.997815401419989,6.0,7308.0,16.0,27.0
507,TOX21_ESRE_BLA_ratio,Pattern,LR,0.8387,0.2079,0.2587,0.7233,0.1653,0.4583,0.9882577826324412,15.0,7238.0,86.0,18.0
508,TOX21_ESRE_BLA_ratio,Pattern,KNN,0.7473,0.2229,0.068,0.6948,0.0329,0.45,0.9395139268159476,15.0,6881.0,443.0,18.0
509,TOX21_ESRE_BLA_ratio,Pattern,NB,0.6042,0.2142,0.0199,0.6042,0.0092,0.4167,0.7916439104314582,14.0,5798.0,1526.0,19.0
510,TOX21_FXR_BLA_agonist_ratio,MACCS,MLP,0.7796,0.0795,0.3185,0.5972,0.0714,0.2,0.9944103612815269,3.0,7294.0,41.0,14.0
511,TOX21_FXR_BLA_agonist_ratio,MACCS,GBT,0.8514,0.0475,,0.4989,0.0,0.0,0.9978186775732788,0.0,7319.0,16.0,17.0
512,TOX21_FXR_BLA_agonist_ratio,MACCS,RF,0.6966,0.0959,,0.4995,0.0,0.0,0.9990456714383095,0.0,7328.0,7.0,17.0
513,TOX21_FXR_BLA_agonist_ratio,MACCS,LR,0.8604,0.0266,0.1155,0.6163,0.0259,0.25,0.9825494205862304,4.0,7207.0,128.0,13.0
514,TOX21_FXR_BLA_agonist_ratio,MACCS,KNN,0.6324,0.1474,0.0891,0.6359,0.0242,0.3,0.9717791411042945,5.0,7128.0,207.0,12.0
515,TOX21_FXR_BLA_agonist_ratio,MACCS,NB,0.6941,0.2795,0.0228,0.6941,0.0081,0.55,0.838173142467621,10.0,6148.0,1187.0,7.0
516,TOX21_FXR_BLA_agonist_ratio,Morgan,MLP,0.6387,0.156,0.325,0.5731,0.0476,0.15,0.9961852861035423,2.0,7312.0,28.0,15.0
517,TOX21_FXR_BLA_agonist_ratio,Morgan,GBT,0.8274,0.07,0.4166,0.5735,0.0778,0.15,0.9971389645776567,2.0,7319.0,21.0,15.0
518,TOX21_FXR_BLA_agonist_ratio,Morgan,RF,0.8103,0.1967,0.6667,0.5744,0.2143,0.15,0.9989100817438692,2.0,7332.0,8.0,15.0
519,TOX21_FXR_BLA_agonist_ratio,Morgan,LR,0.8451,0.102,0.3952,0.6219,0.0833,0.25,0.9937329700272479,3.0,7294.0,46.0,14.0
520,TOX21_FXR_BLA_agonist_ratio,Morgan,KNN,0.7575,0.2018,0.0928,0.7356,0.0298,0.5,0.9711171662125341,7.0,7128.0,212.0,10.0
521,TOX21_FXR_BLA_agonist_ratio,Morgan,NB,0.5738,0.1552,0.4,0.5738,0.0648,0.15,0.9976839237057221,2.0,7323.0,17.0,15.0
522,TOX21_FXR_BLA_agonist_ratio,Rdkit,MLP,0.7009,0.1831,0.3625,0.6473,0.106,0.3,0.9945504087193461,4.0,7300.0,40.0,13.0
523,TOX21_FXR_BLA_agonist_ratio,Rdkit,GBT,0.9147,0.1749,0.6111,0.598,0.175,0.2,0.9960490463215259,3.0,7311.0,29.0,14.0
524,TOX21_FXR_BLA_agonist_ratio,Rdkit,RF,0.8803,0.1983,0.5834,0.5739,0.1111,0.15,0.9978201634877384,2.0,7324.0,16.0,15.0
525,TOX21_FXR_BLA_agonist_ratio,Rdkit,LR,0.9434,0.1851,0.2514,0.646,0.0643,0.3,0.9920980926430518,4.0,7282.0,58.0,13.0
526,TOX21_FXR_BLA_agonist_ratio,Rdkit,KNN,0.7607,0.2118,0.037,0.6908,0.0134,0.45,0.931607629427793,7.0,6838.0,502.0,10.0
527,TOX21_FXR_BLA_agonist_ratio,Rdkit,NB,0.6331,0.1572,0.0404,0.6239,0.0083,0.3,0.9478201634877385,4.0,6957.0,383.0,13.0
528,TOX21_FXR_BLA_agonist_ratio,Layerd,MLP,0.8142,0.1475,0.3132,0.6215,0.0591,0.25,0.9930508243629922,4.0,7288.0,51.0,13.0
529,TOX21_FXR_BLA_agonist_ratio,Layerd,GBT,0.9464,0.1245,0.4889,0.5983,0.1167,0.2,0.9965935413544079,3.0,7314.0,25.0,14.0
530,TOX21_FXR_BLA_agonist_ratio,Layerd,RF,0.8774,0.1191,0.45,0.5738,0.0833,0.15,0.9976836081209974,2.0,7322.0,17.0,15.0
531,TOX21_FXR_BLA_agonist_ratio,Layerd,LR,0.9099,0.0894,0.2822,0.6455,0.0728,0.3,0.991006949175637,5.0,7273.0,66.0,12.0
532,TOX21_FXR_BLA_agonist_ratio,Layerd,KNN,0.6958,0.1418,0.0729,0.678,0.0233,0.4,0.9559885542989508,7.0,7016.0,323.0,10.0
533,TOX21_FXR_BLA_agonist_ratio,Layerd,NB,0.6128,0.1362,0.0943,0.6128,0.0206,0.25,0.975609756097561,4.0,7160.0,179.0,13.0
534,TOX21_FXR_BLA_agonist_ratio,Pattern,MLP,0.8486,0.2333,0.5222,0.6474,0.1083,0.3,0.9948228882833787,4.0,7302.0,38.0,13.0
535,TOX21_FXR_BLA_agonist_ratio,Pattern,GBT,0.8673,0.0583,0.3333,0.5726,0.045,0.15,0.9950953678474115,2.0,7304.0,36.0,15.0
536,TOX21_FXR_BLA_agonist_ratio,Pattern,RF,0.8982,0.2428,0.7778,0.6487,0.2,0.3,0.9974114441416894,4.0,7321.0,19.0,13.0
537,TOX21_FXR_BLA_agonist_ratio,Pattern,LR,0.9325,0.1463,0.4167,0.6462,0.0843,0.3,0.9923705722070845,4.0,7284.0,56.0,13.0
538,TOX21_FXR_BLA_agonist_ratio,Pattern,KNN,0.8542,0.2523,0.0877,0.8073,0.0374,0.65,0.9645776566757494,10.0,7080.0,260.0,7.0
539,TOX21_FXR_BLA_agonist_ratio,Pattern,NB,0.6206,0.1526,0.2831,0.6206,0.0533,0.25,0.9911444141689373,4.0,7275.0,65.0,13.0
540,TOX21_FXR_BLA_antagonist_ratio,MACCS,MLP,0.702,0.1206,0.1806,0.6216,0.1353,0.2744,0.968940654464781,35.0,6988.0,224.0,93.0
541,TOX21_FXR_BLA_antagonist_ratio,MACCS,GBT,0.7037,0.1369,0.1787,0.5546,0.1919,0.1179,0.9912645590682196,15.0,7149.0,63.0,113.0
542,TOX21_FXR_BLA_antagonist_ratio,MACCS,RF,0.7459,0.1267,0.2045,0.5743,0.2394,0.157,0.9915418746533555,20.0,7151.0,61.0,108.0
543,TOX21_FXR_BLA_antagonist_ratio,MACCS,LR,0.6807,0.1105,0.0742,0.6363,0.0403,0.4705,0.8021353300055463,60.0,5785.0,1427.0,68.0
544,TOX21_FXR_BLA_antagonist_ratio,MACCS,KNN,0.6425,0.1989,0.0837,0.6263,0.0469,0.3929,0.8595396561286744,50.0,6199.0,1013.0,78.0
545,TOX21_FXR_BLA_antagonist_ratio,MACCS,NB,0.5253,0.4403,0.036,0.5228,0.0183,0.9064,0.13907376594564613,116.0,1003.0,6209.0,12.0
546,TOX21_FXR_BLA_antagonist_ratio,Morgan,MLP,0.6694,0.1406,0.1682,0.6139,0.1254,0.2596,0.968174899681749,33.0,6997.0,230.0,95.0
547,TOX21_FXR_BLA_antagonist_ratio,Morgan,GBT,0.6684,0.0858,0.1392,0.5528,0.0814,0.1352,0.9703888197038882,17.0,7013.0,214.0,111.0
548,TOX21_FXR_BLA_antagonist_ratio,Morgan,RF,0.7449,0.1514,0.221,0.5671,0.2371,0.1416,0.9925280199252802,18.0,7173.0,54.0,110.0
549,TOX21_FXR_BLA_antagonist_ratio,Morgan,LR,0.6862,0.1234,0.1429,0.6183,0.0963,0.2833,0.9532309395323094,36.0,6889.0,338.0,92.0
550,TOX21_FXR_BLA_antagonist_ratio,Morgan,KNN,0.671,0.2191,0.0737,0.6427,0.0398,0.4994,0.7860799778607998,64.0,5681.0,1546.0,64.0
551,TOX21_FXR_BLA_antagonist_ratio,Morgan,NB,0.5433,0.1046,0.0744,0.5433,0.0368,0.1577,0.9288778192887782,20.0,6713.0,514.0,108.0
552,TOX21_FXR_BLA_antagonist_ratio,Rdkit,MLP,0.6964,0.0867,0.1343,0.6123,0.0891,0.275,0.9495833333333333,35.0,6837.0,363.0,93.0
553,TOX21_FXR_BLA_antagonist_ratio,Rdkit,GBT,0.6965,0.0939,0.132,0.5563,0.1113,0.1346,0.9780555555555556,17.0,7042.0,158.0,111.0
554,TOX21_FXR_BLA_antagonist_ratio,Rdkit,RF,0.7272,0.1236,0.1526,0.5703,0.1565,0.1577,0.9829166666666667,20.0,7077.0,123.0,108.0
555,TOX21_FXR_BLA_antagonist_ratio,Rdkit,LR,0.6904,0.0803,0.1304,0.6201,0.0839,0.2987,0.9413888888888889,38.0,6778.0,422.0,90.0
556,TOX21_FXR_BLA_antagonist_ratio,Rdkit,KNN,0.6616,0.2144,0.0778,0.6404,0.0424,0.4699,0.8109722222222222,60.0,5839.0,1361.0,68.0
557,TOX21_FXR_BLA_antagonist_ratio,Rdkit,NB,0.6518,0.2286,0.0531,0.5916,0.0281,0.4769,0.70625,61.0,5085.0,2115.0,67.0
558,TOX21_FXR_BLA_antagonist_ratio,Layerd,MLP,0.6564,0.0937,0.1329,0.5882,0.0989,0.2122,0.9641616891234893,27.0,6941.0,258.0,101.0
559,TOX21_FXR_BLA_antagonist_ratio,Layerd,GBT,0.6664,0.0985,0.154,0.5427,0.1332,0.0948,0.9905542436449507,12.0,7131.0,68.0,116.0
560,TOX21_FXR_BLA_antagonist_ratio,Layerd,RF,0.7368,0.1251,0.1616,0.5502,0.1748,0.1096,0.9906931518266426,14.0,7132.0,67.0,114.0
561,TOX21_FXR_BLA_antagonist_ratio,Layerd,LR,0.6234,0.0748,0.1062,0.5856,0.0706,0.2205,0.9506875954993749,28.0,6844.0,355.0,100.0
562,TOX21_FXR_BLA_antagonist_ratio,Layerd,KNN,0.6729,0.1927,0.0878,0.6412,0.049,0.4301,0.8522016946798167,55.0,6135.0,1064.0,73.0
563,TOX21_FXR_BLA_antagonist_ratio,Layerd,NB,0.4366,0.3044,0.0277,0.4311,0.0142,0.5949,0.2672593415752188,76.0,1924.0,5275.0,52.0
564,TOX21_FXR_BLA_antagonist_ratio,Pattern,MLP,0.6604,0.0846,0.171,0.6167,0.1082,0.2731,0.9604207030168834,35.0,6940.0,286.0,93.0
565,TOX21_FXR_BLA_antagonist_ratio,Pattern,GBT,0.7575,0.1376,0.1854,0.5528,0.1556,0.116,0.9894824245779131,15.0,7150.0,76.0,113.0
566,TOX21_FXR_BLA_antagonist_ratio,Pattern,RF,0.7241,0.1194,0.2006,0.5719,0.1674,0.1564,0.9874065873235538,20.0,7135.0,91.0,108.0
567,TOX21_FXR_BLA_antagonist_ratio,Pattern,LR,0.6657,0.0845,0.1409,0.641,0.0891,0.3436,0.9384168281206753,44.0,6781.0,445.0,84.0
568,TOX21_FXR_BLA_antagonist_ratio,Pattern,KNN,0.6525,0.188,0.076,0.6309,0.0415,0.4449,0.8169111541655134,57.0,5903.0,1323.0,71.0
569,TOX21_FXR_BLA_antagonist_ratio,Pattern,NB,0.4298,0.3115,0.0276,0.4302,0.0141,0.6019,0.25851093274287296,77.0,1868.0,5358.0,51.0
570,TOX21_GR_BLA_Agonist_ratio,MACCS,MLP,0.8225,0.5822,0.4452,0.799,0.354,0.6167,0.9813306603182559,79.0,7832.0,149.0,49.0
571,TOX21_GR_BLA_Agonist_ratio,MACCS,GBT,0.8643,0.6058,0.5401,0.7996,0.4889,0.6096,0.9896003007141962,78.0,7898.0,83.0,50.0
572,TOX21_GR_BLA_Agonist_ratio,MACCS,RF,0.8736,0.6198,0.6387,0.7984,0.6918,0.6013,0.9954892870567598,77.0,7945.0,36.0,51.0
573,TOX21_GR_BLA_Agonist_ratio,MACCS,LR,0.8173,0.3757,0.179,0.7945,0.1031,0.6865,0.9023931838115524,88.0,7202.0,779.0,40.0
574,TOX21_GR_BLA_Agonist_ratio,MACCS,KNN,0.8308,0.4194,0.2024,0.816,0.1181,0.7186,0.913294073424383,92.0,7289.0,692.0,36.0
575,TOX21_GR_BLA_Agonist_ratio,MACCS,NB,0.5992,0.4142,0.0391,0.5884,0.02,0.8282,0.3485778724470618,106.0,2782.0,5199.0,22.0
576,TOX21_GR_BLA_Agonist_ratio,Morgan,MLP,0.7838,0.6155,0.5468,0.8105,0.4908,0.6321,0.9890041234537048,81.0,7915.0,88.0,47.0
577,TOX21_GR_BLA_Agonist_ratio,Morgan,GBT,0.7918,0.6376,0.6257,0.8092,0.636,0.6244,0.9940022491565663,80.0,7955.0,48.0,48.0
578,TOX21_GR_BLA_Agonist_ratio,Morgan,RF,0.8574,0.6564,0.6929,0.8108,0.7899,0.6244,0.9972510308634263,80.0,7981.0,22.0,48.0
579,TOX21_GR_BLA_Agonist_ratio,Morgan,LR,0.8021,0.6233,0.5238,0.8134,0.4477,0.6398,0.9870048731725602,82.0,7899.0,104.0,46.0
580,TOX21_GR_BLA_Agonist_ratio,Morgan,KNN,0.8094,0.3971,0.1593,0.79,0.0903,0.6942,0.8857928276896164,89.0,7089.0,914.0,39.0
581,TOX21_GR_BLA_Agonist_ratio,Morgan,NB,0.705,0.3135,0.2492,0.705,0.174,0.4442,0.9657628389353993,57.0,7729.0,274.0,71.0
582,TOX21_GR_BLA_Agonist_ratio,Rdkit,MLP,0.8065,0.5445,0.4,0.8011,0.2994,0.6269,0.9752947078003511,80.0,7777.0,197.0,48.0
583,TOX21_GR_BLA_Agonist_ratio,Rdkit,GBT,0.8535,0.6244,0.6264,0.8024,0.6506,0.6103,0.9946074742914472,78.0,7931.0,43.0,50.0
584,TOX21_GR_BLA_Agonist_ratio,Rdkit,RF,0.8456,0.6103,0.6048,0.8094,0.603,0.6263,0.9926009530975671,80.0,7915.0,59.0,48.0
585,TOX21_GR_BLA_Agonist_ratio,Rdkit,LR,0.8109,0.5758,0.3769,0.8033,0.2714,0.6346,0.9719087032856785,81.0,7750.0,224.0,47.0
586,TOX21_GR_BLA_Agonist_ratio,Rdkit,KNN,0.7872,0.3819,0.1288,0.7659,0.0713,0.6731,0.8586656634060698,86.0,6847.0,1127.0,42.0
587,TOX21_GR_BLA_Agonist_ratio,Rdkit,NB,0.8044,0.4222,0.3749,0.8025,0.2674,0.6333,0.9716578881364435,81.0,7748.0,226.0,47.0
588,TOX21_GR_BLA_Agonist_ratio,Layerd,MLP,0.8113,0.5959,0.5135,0.8206,0.4287,0.6558,0.9853291536050157,84.0,7858.0,117.0,44.0
589,TOX21_GR_BLA_Agonist_ratio,Layerd,GBT,0.8537,0.6153,0.6368,0.7949,0.7046,0.5942,0.9956112852664577,76.0,7940.0,35.0,52.0
590,TOX21_GR_BLA_Agonist_ratio,Layerd,RF,0.8482,0.6244,0.6221,0.8057,0.6491,0.6173,0.9941065830721003,79.0,7928.0,47.0,49.0
591,TOX21_GR_BLA_Agonist_ratio,Layerd,LR,0.8203,0.597,0.4539,0.8032,0.3628,0.625,0.9814420062695924,80.0,7827.0,148.0,48.0
592,TOX21_GR_BLA_Agonist_ratio,Layerd,KNN,0.82,0.4292,0.1847,0.807,0.1064,0.7109,0.9031974921630094,91.0,7203.0,772.0,37.0
593,TOX21_GR_BLA_Agonist_ratio,Layerd,NB,0.6327,0.3847,0.047,0.6324,0.0243,0.7487,0.5161128526645768,96.0,4116.0,3859.0,32.0
594,TOX21_GR_BLA_Agonist_ratio,Pattern,MLP,0.8213,0.5852,0.4799,0.8188,0.3836,0.6551,0.9825087456271864,84.0,7864.0,140.0,44.0
595,TOX21_GR_BLA_Agonist_ratio,Pattern,GBT,0.8665,0.6398,0.6061,0.8083,0.5968,0.6237,0.9928785607196402,80.0,7947.0,57.0,48.0
596,TOX21_GR_BLA_Agonist_ratio,Pattern,RF,0.8486,0.635,0.6182,0.8087,0.6205,0.6237,0.9936281859070465,80.0,7953.0,51.0,48.0
597,TOX21_GR_BLA_Agonist_ratio,Pattern,LR,0.8165,0.5904,0.4032,0.8074,0.2958,0.6398,0.9751374312843578,82.0,7805.0,199.0,46.0
598,TOX21_GR_BLA_Agonist_ratio,Pattern,KNN,0.8233,0.42,0.1582,0.797,0.0891,0.7103,0.8836831584207896,91.0,7073.0,931.0,37.0
599,TOX21_GR_BLA_Agonist_ratio,Pattern,NB,0.6381,0.3772,0.0482,0.6366,0.0249,0.725,0.5481009495252374,93.0,4387.0,3617.0,35.0
600,TOX21_GR_BLA_Antagonist_ratio,MACCS,MLP,0.7955,0.3726,0.3675,0.7358,0.2944,0.5003,0.971334764490466,92.0,7692.0,227.0,92.0
601,TOX21_GR_BLA_Antagonist_ratio,MACCS,GBT,0.8129,0.3788,0.4215,0.7198,0.399,0.4567,0.9828261144083849,84.0,7783.0,136.0,100.0
602,TOX21_GR_BLA_Antagonist_ratio,MACCS,RF,0.8251,0.4492,0.4604,0.7043,0.5264,0.4181,0.9904028286399797,77.0,7843.0,76.0,107.0
603,TOX21_GR_BLA_Antagonist_ratio,MACCS,LR,0.7896,0.2426,0.1619,0.7494,0.0927,0.6465,0.8522540724838995,119.0,6749.0,1170.0,65.0
604,TOX21_GR_BLA_Antagonist_ratio,MACCS,KNN,0.7775,0.342,0.1812,0.7397,0.1071,0.5976,0.881676979416593,110.0,6982.0,937.0,74.0
605,TOX21_GR_BLA_Antagonist_ratio,MACCS,NB,0.5894,0.3681,0.0492,0.5432,0.0254,0.798,0.28854653365323907,147.0,2285.0,5634.0,37.0
606,TOX21_GR_BLA_Antagonist_ratio,Morgan,MLP,0.7735,0.3661,0.3501,0.7075,0.2936,0.4398,0.9753148614609571,81.0,7744.0,196.0,103.0
607,TOX21_GR_BLA_Antagonist_ratio,Morgan,GBT,0.7637,0.3635,0.4266,0.7202,0.4117,0.4556,0.9847607052896725,84.0,7819.0,121.0,100.0
608,TOX21_GR_BLA_Antagonist_ratio,Morgan,RF,0.8112,0.3942,0.435,0.6909,0.5069,0.3909,0.9908060453400503,72.0,7867.0,73.0,112.0
609,TOX21_GR_BLA_Antagonist_ratio,Morgan,LR,0.7966,0.3912,0.3429,0.7354,0.2626,0.5044,0.9663727959697733,93.0,7673.0,267.0,91.0
610,TOX21_GR_BLA_Antagonist_ratio,Morgan,KNN,0.765,0.3313,0.1492,0.7434,0.0843,0.6518,0.8350125944584383,120.0,6630.0,1310.0,64.0
611,TOX21_GR_BLA_Antagonist_ratio,Morgan,NB,0.5957,0.1853,0.1021,0.5957,0.062,0.2927,0.8987405541561713,54.0,7136.0,804.0,130.0
612,TOX21_GR_BLA_Antagonist_ratio,Rdkit,MLP,0.7811,0.3628,0.3089,0.7221,0.2306,0.4819,0.9623879843493626,89.0,7625.0,298.0,95.0
613,TOX21_GR_BLA_Antagonist_ratio,Rdkit,GBT,0.7824,0.3839,0.4303,0.6974,0.4733,0.4059,0.9890193108670958,75.0,7836.0,87.0,109.0
614,TOX21_GR_BLA_Antagonist_ratio,Rdkit,RF,0.8104,0.3807,0.4265,0.6947,0.4744,0.3997,0.9896503849551938,74.0,7841.0,82.0,110.0
615,TOX21_GR_BLA_Antagonist_ratio,Rdkit,LR,0.7753,0.3444,0.2953,0.7255,0.2128,0.493,0.957970465732677,91.0,7590.0,333.0,93.0
616,TOX21_GR_BLA_Antagonist_ratio,Rdkit,KNN,0.774,0.3558,0.1574,0.7391,0.0901,0.6237,0.8544743152846144,115.0,6770.0,1153.0,69.0
617,TOX21_GR_BLA_Antagonist_ratio,Rdkit,NB,0.6323,0.2628,0.0928,0.6251,0.052,0.476,0.7742016912785561,88.0,6134.0,1789.0,96.0
618,TOX21_GR_BLA_Antagonist_ratio,Layerd,MLP,0.7975,0.3987,0.3796,0.748,0.2997,0.5257,0.9703320287842444,97.0,7686.0,235.0,87.0
619,TOX21_GR_BLA_Antagonist_ratio,Layerd,GBT,0.8076,0.419,0.433,0.7153,0.4291,0.4453,0.985355384421159,82.0,7805.0,116.0,102.0
620,TOX21_GR_BLA_Antagonist_ratio,Layerd,RF,0.823,0.42,0.4576,0.7191,0.4753,0.4506,0.9876278247695998,83.0,7823.0,98.0,101.0
621,TOX21_GR_BLA_Antagonist_ratio,Layerd,LR,0.7979,0.3704,0.3242,0.7427,0.2348,0.5257,0.9597273071581871,97.0,7602.0,319.0,87.0
622,TOX21_GR_BLA_Antagonist_ratio,Layerd,KNN,0.7989,0.3617,0.1839,0.7708,0.1067,0.6743,0.8674409796742836,124.0,6871.0,1050.0,60.0
623,TOX21_GR_BLA_Antagonist_ratio,Layerd,NB,0.5359,0.3425,0.0494,0.5397,0.0256,0.6681,0.41118545638176995,123.0,3257.0,4664.0,61.0
624,TOX21_GR_BLA_Antagonist_ratio,Pattern,MLP,0.7608,0.3721,0.3277,0.7292,0.2469,0.4944,0.9638948295383067,91.0,7662.0,287.0,93.0
625,TOX21_GR_BLA_Antagonist_ratio,Pattern,GBT,0.8025,0.3725,0.4252,0.7122,0.422,0.4395,0.9850295634671028,81.0,7830.0,119.0,103.0
626,TOX21_GR_BLA_Antagonist_ratio,Pattern,RF,0.8123,0.394,0.4298,0.7078,0.4367,0.4286,0.9869165932821738,79.0,7845.0,104.0,105.0
627,TOX21_GR_BLA_Antagonist_ratio,Pattern,LR,0.7485,0.3381,0.275,0.7271,0.1897,0.5053,0.9489243930054095,93.0,7543.0,406.0,91.0
628,TOX21_GR_BLA_Antagonist_ratio,Pattern,KNN,0.7584,0.3231,0.1428,0.7221,0.081,0.6035,0.840734683608001,111.0,6683.0,1266.0,73.0
629,TOX21_GR_BLA_Antagonist_ratio,Pattern,NB,0.5061,0.3253,0.0444,0.5063,0.0231,0.619,0.3936344194238269,114.0,3129.0,4820.0,70.0
630,TOX21_ARE_BLA_agonist_ratio,MACCS,MLP,0.687,0.2124,0.2924,0.6407,0.2145,0.4612,0.8201921610492603,322.0,5378.0,1179.0,376.0
631,TOX21_ARE_BLA_agonist_ratio,MACCS,GBT,0.677,0.2052,0.2576,0.5977,0.2166,0.3194,0.8760103705963093,223.0,5744.0,813.0,475.0
632,TOX21_ARE_BLA_agonist_ratio,MACCS,RF,0.7109,0.2506,0.2812,0.6075,0.2618,0.3052,0.9097148086014946,213.0,5965.0,592.0,485.0
633,TOX21_ARE_BLA_agonist_ratio,MACCS,LR,0.6557,0.1759,0.2229,0.6047,0.1333,0.6806,0.5287479030044228,475.0,3467.0,3090.0,223.0
634,TOX21_ARE_BLA_agonist_ratio,MACCS,KNN,0.672,0.3696,0.2485,0.6379,0.152,0.6805,0.595241726399268,475.0,3903.0,2654.0,223.0
635,TOX21_ARE_BLA_agonist_ratio,MACCS,NB,0.603,0.2043,0.1911,0.545,0.1104,0.7452,0.34482232728381884,520.0,2261.0,4296.0,178.0
636,TOX21_ARE_BLA_agonist_ratio,Morgan,MLP,0.6685,0.1788,0.249,0.616,0.1668,0.4914,0.7406510219530659,343.0,4892.0,1713.0,355.0
637,TOX21_ARE_BLA_agonist_ratio,Morgan,GBT,0.6507,0.1734,0.2447,0.6158,0.1602,0.5202,0.7114307342922028,363.0,4699.0,1906.0,335.0
638,TOX21_ARE_BLA_agonist_ratio,Morgan,RF,0.7004,0.2069,0.2528,0.5963,0.2117,0.3166,0.876003028009084,221.0,5786.0,819.0,477.0
639,TOX21_ARE_BLA_agonist_ratio,Morgan,LR,0.6691,0.185,0.2418,0.6186,0.1536,0.5689,0.668433005299016,397.0,4415.0,2190.0,301.0
640,TOX21_ARE_BLA_agonist_ratio,Morgan,KNN,0.6489,0.3972,0.2176,0.6082,0.1254,0.8252,0.39121877365632096,576.0,2584.0,4021.0,122.0
